surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,dominant_membership,membership_entropy
26,194,26:194,"Upon your heart, [O Muhammad] - that you may be of the warners -",5.196653e-06,0.0,0.0994381,4.233335e-06,7.885912e-09,1.2432529e-08,2.3607503e-05,0.6504196,8.2118845e-09,0.25010562,1.9817646e-13,2.0881903e-07,7,0.8562801540282088
26,195,26:195,In a clear Arabic language.,1.3432355e-09,0.0,0.9606199,4.93434e-06,3.0665478e-07,9.113466e-11,2.006058e-06,0.037929792,5.8414616e-06,0.0014358948,1.1366581e-10,2.4029216e-09,2,0.17226227604932953
26,196,26:196,"And indeed, it is [mentioned] in the scriptures of former peoples.",2.780865e-08,0.0,0.9520252,4.498015e-06,9.613135e-07,1.7504874e-08,2.2651512e-09,0.00024085164,4.6300274e-14,0.047107965,5.2870104e-07,0.00061621045,2,0.19737353625211426
26,197,26:197,And has it not been a sign to them that it is recognized by the scholars of the Children of Israel?,2.2297703e-08,0.0,0.8832513,5.358522e-07,2.2858547e-08,1.283935e-11,3.1804927e-07,0.104236476,1.2456037e-14,0.011840812,1.8154622e-15,0.0006740952,2,0.4028039412254014
26,198,26:198,And even if We had revealed it to one among the foreigners,1.5669806e-14,0.0,0.9999923,7.2604826e-12,6.110754e-09,8.1783186e-14,1.4885969e-09,4.3160355e-08,2.8506494e-14,6.6235375e-06,1.1760727e-10,2.1722294e-13,2,8.755463771343675e-05
26,199,26:199,"And he had recited it to them [perfectly], they would [still] not have been believers in it.",4.606415e-09,0.0,0.1293143,1.2235831e-05,2.0541139e-08,5.7053603e-06,2.9486393e-09,0.000362752,7.6753624e-11,0.8703077,1.6292879e-09,7.870534e-07,9,0.3884992698728251
26,200,26:200,Thus have We inserted disbelief into the hearts of the criminals.,6.649295e-10,0.0,0.9522359,2.7429758e-10,1.5840315e-06,3.45835e-07,1.2061609e-08,8.57427e-07,1.5099327e-12,0.04776446,2.2118518e-09,3.6144698e-10,2,0.19191771805012267
26,201,26:201,They will not believe in it until they see the painful punishment.,1.657054e-11,0.0,0.48499086,1.4448983e-06,2.9076935e-07,3.3573702e-09,3.8231408e-07,0.0045819627,4.7247384e-12,0.5104267,2.9685193e-13,2.064499e-08,9,0.7189244160941142
26,202,26:202,And it will come to them suddenly while they perceive [it] not.,3.1855542e-08,0.0,0.8022913,3.2336466e-08,1.1575187e-07,3.3948958e-11,0.0005155235,3.0844403e-06,1.8371064e-09,0.1971898,2.5746198e-07,1.5426144e-09,2,0.5008354238235803
26,203,26:203,"And they will say, ""May we be reprieved?""",5.492255e-07,0.0,0.0042093,1.2419718e-10,1.6943467e-09,5.8056507e-06,2.011538e-05,1.6298811e-06,3.254742e-11,0.9957595,3.6111194e-11,2.1747781e-10,9,0.02757551907950516
26,204,26:204,So for Our punishment are they impatient?,5.171392e-09,0.0,0.99500763,1.3492015e-11,2.8287117e-08,4.090904e-11,0.00018254099,1.3241181e-07,3.0922604e-15,0.0048102164,8.874491e-09,1.1973161e-11,2,0.03222633571220849
26,205,26:205,Then have you considered if We gave them enjoyment for years,1.7188357e-11,0.0,0.9997635,6.639794e-09,3.4905415e-08,2.250144e-13,1.5079313e-10,6.254753e-11,4.3747915e-11,0.00023511621,2.8540654e-07,5.7998724e-14,2,0.0022060121562455922
26,206,26:206,And then there came to them that which they were promised?,5.344781e-08,0.0,0.22832572,3.5143005e-06,2.189648e-08,3.402304e-08,9.556754e-07,4.1668088e-08,4.7330317e-14,0.77108526,2.7689157e-07,0.0005876872,9,0.5421176156885337
26,207,26:207,They would not be availed by the enjoyment with which they were provided.,4.066286e-13,0.0,0.9997406,6.727258e-12,3.0309333e-09,9.701903e-18,2.125268e-09,5.6024917e-11,3.9596812e-15,0.00015856532,9.966466e-05,2.2070314e-16,2,0.002565092076971307
26,208,26:208,And We did not destroy any city except that it had warners,1.9100557e-16,0.0,0.99987036,3.5143702e-12,6.5621947e-07,9.527823e-13,5.4964772e-11,1.9254663e-12,1.940716e-12,7.282505e-05,5.9226226e-05,1.3284577e-09,2,0.0014093566970519496
26,209,26:209,As a reminder; and never have We been unjust.,1.7427741e-13,0.0,0.99992365,2.8707316e-12,7.8318824e-11,9.717173e-16,4.1480455e-09,2.4576996e-10,7.570373e-15,7.223242e-05,3.3000308e-07,1.4253794e-09,2,0.000770173205453241
26,210,26:210,And the devils have not brought the revelation down.,4.856962e-09,0.0,0.657414,2.1795883e-09,4.806281e-07,8.950443e-09,2.774988e-05,6.5721215e-05,3.0704272e-11,0.34249088,1.6874779e-08,5.234193e-07,2,0.6436683026328647
26,211,26:211,"It is not allowable for them, nor would they be able.",2.4444413e-10,0.0,0.9920363,1.3594854e-07,1.6265574e-07,6.719951e-11,4.3041687e-06,0.0019984308,3.9305836e-11,0.0059614796,6.025105e-11,4.6216372e-10,2,0.05094814954719873
26,212,26:212,"Indeed they, from [its] hearing, are removed.",9.67253e-17,0.0,0.98199093,3.270416e-08,3.2022463e-08,4.0310683e-15,3.482387e-09,1.1472511e-12,1.9711448e-17,8.4852545e-05,0.017922098,6.56711e-12,2,0.09072023752103499
26,213,26:213,So do not invoke with Allah another deity and [thus] be among the punished.,9.5271784e-11,0.0,0.0034970948,1.1890515e-09,0.0006037711,8.33584e-06,2.6024657e-07,0.9926117,6.641957e-06,0.00327126,2.6803911e-21,1.9257493e-08,7,0.050516258646413785
26,214,26:214,"And warn, [O Muhammad], your closest kindred.",2.7795727e-07,0.0,0.0012959319,2.955027e-07,3.092565e-09,3.1789247e-09,5.2776807e-07,0.997124,0.0001881983,0.0013890066,8.650432e-20,5.7116365e-12,7,0.022257143793651124
26,215,26:215,And lower your wing to those who follow you of the believers.,7.011248e-11,0.0,0.017629841,2.8487667e-08,2.6376954e-08,6.8804263e-07,1.8017951e-07,0.58703154,0.00010292177,0.39523146,9.831351e-14,1.4084293e-09,7,0.7517356536264749
26,216,26:216,"And if they disobey you, then say, ""Indeed, I am disassociated from what you are doing.""",2.0859023e-10,0.0,0.7681493,3.961057e-07,2.5755463e-12,8.5406464e-07,3.879561e-12,0.00012361241,0.057014566,0.17470981,7.15028e-15,2.1280913e-09,2,0.6718648269293913
26,217,26:217,"And rely upon the Exalted in Might, the Merciful,",6.269379e-09,0.0,0.035157293,2.0472883e-12,2.7304952e-06,9.7603824e-08,1.2613152e-07,4.890677e-06,1.5879504e-08,0.96483606,4.817657e-09,1.2476061e-06,9,0.15235804792654564
26,218,26:218,Who sees you when you arise,6.366914e-10,0.0,0.35701555,1.990421e-09,0.009500434,7.5595877e-13,0.5374712,6.1678977e-09,6.3338924e-11,0.095853664,0.0001596128,2.3443664e-10,6,0.9718266115852601
26,219,26:219,And your movement among those who prostrate.,7.126006e-11,0.0,0.96428406,1.9966305e-05,3.0253227e-07,1.5931129e-09,4.7584273e-08,1.4467437e-09,1.4642364e-12,0.0136084305,0.022086812,3.1736052e-09,2,0.17798028268767127
26,220,26:220,"Indeed, He is the Hearing, the Knowing.",4.501536e-05,0.0,0.14688377,7.515954e-09,7.568275e-05,1.8352273e-11,5.6252645e-08,6.796355e-06,6.567054e-14,0.8529863,7.200386e-11,4.4842166e-09,9,0.4186253966559256
26,221,26:221,Shall I inform you upon whom the devils descend?,5.8288145e-15,0.0,0.075079866,1.0964581e-11,7.617042e-07,1.2169693e-11,0.0001649498,8.910429e-06,2.9009388e-12,0.92474294,8.578485e-08,3.7774183e-07,9,0.2683064327309997
26,222,26:222,They descend upon every sinful liar.,1.4452763e-09,0.0,0.05427847,1.3740527e-07,8.5161815e-07,9.041627e-08,0.00019006763,1.0237859e-05,2.945967e-14,0.9455177,2.1246146e-06,2.2437594e-12,9,0.21290713241329912
26,223,26:223,"They pass on what is heard, and most of them are liars.",6.3372696e-13,0.0,0.99879533,2.5587166e-09,9.195211e-12,6.766887e-14,2.5763914e-12,4.0886164e-08,7.120309e-16,0.0012027503,2.1838327e-09,4.673013e-10,2,0.00929100747459377
26,224,26:224,And the poets - [only] the deviators follow them;,4.2390834e-08,0.0,0.5363856,3.7800746e-05,8.097057e-05,1.4589935e-07,1.32512005e-05,3.9444537e-08,2.6326552e-11,0.46206537,0.0014157163,3.809656e-09,2,0.7014403643459387
26,225,26:225,Do you not see that in every valley they roam,9.088756e-09,0.0,0.7085438,8.300229e-08,4.0834013e-05,4.7156116e-11,6.6620696e-09,5.6253125e-06,6.5591207e-13,0.2904266,0.0009837329,4.1176985e-08,2,0.610503371898224
26,226,26:226,And that they say what they do not do? -,6.775151e-07,0.0,0.519304,5.321553e-06,2.52692e-09,1.8940592e-06,9.5580575e-09,0.0028612225,5.657835e-12,0.4778253,1.828401e-10,2.0417062e-10,2,0.7100171838911626
26,227,26:227,Except those [poets] who believe and do righteous deeds and remember Allah often and defend [the Muslims] after they were wronged. And those who have wronged are going to know to what [kind of] return they will be returned.,1.9209574e-09,0.0,0.023546292,1.9348947e-08,1.4108828e-07,0.012403858,5.934221e-06,0.9504068,4.8058107e-12,0.013634307,3.925297e-17,1.561809e-11,7,0.24969809507983964
27,1,27:1,"Ta, Seen. These are the verses of the Qur'an and a clear Book",5.8688447e-06,0.0,0.19931033,2.177e-05,0.00011666746,1.2236005e-07,2.4985527e-05,0.75511605,1.4978003e-11,0.045395322,4.4134404e-13,7.713451e-06,7,0.6756625183004945
27,2,27:2,As guidance and good tidings for the believers,5.121498e-05,0.0,0.19242361,4.4249506e-07,0.0017158028,3.368102e-12,6.6678804e-05,0.019669611,3.12216e-11,0.78607166,3.1300175e-12,4.6156163e-08,9,0.5956941196122261
27,3,27:3,"Who establish prayer and give zakah, and of the Hereafter they are certain [in faith].",8.463872e-08,0.0,0.06524744,3.1334506e-09,0.0032395686,1.9838214e-06,3.2915788e-09,0.005375075,3.2430883e-13,0.9261339,9.426534e-11,6.061951e-09,9,0.29585355840103145
27,4,27:4,"Indeed, for those who do not believe in the Hereafter, We have made pleasing to them their deeds, so they wander blindly.",3.5624174e-07,0.0,0.0028099942,3.045394e-11,3.944909e-06,2.1470526e-06,4.2067005e-10,5.9354243e-05,6.797935e-14,0.997124,4.0667515e-13,3.8246338e-12,9,0.0200394025348768
27,5,27:5,"Those are the ones for whom there will be the worst of punishment, and in the Hereafter they are the greatest losers.",1.9064819e-08,0.0,0.001600879,1.2183733e-09,1.716325e-05,1.0475401e-06,4.63043e-08,9.510577e-05,5.7627963e-15,0.99828494,1.2016158e-13,5.4694305e-12,9,0.013103401300351003
27,6,27:6,"And indeed, [O Muhammad], you receive the Qur'an from one Wise and Knowing.",8.632398e-13,0.0,0.001083895,3.5252223e-10,1.26585045e-08,1.0760934e-08,2.0526346e-07,0.9977062,8.904547e-14,0.001208121,9.5297475e-21,4.5583985e-08,7,0.01781250976632871
27,7,27:7,"[Mention] when Moses said to his family, ""Indeed, I have perceived a fire. I will bring you from there information or will bring you a burning torch that you may warm yourselves.""",2.2622946e-15,0.0,0.02659568,1.4345265e-10,1.7560887e-12,1.0116241e-18,3.768516e-11,2.2569744e-09,4.17832e-14,0.0001001716,1.55018e-05,0.97328657,11,0.1239102783589277
27,8,27:8,"But when he came to it, he was called, ""Blessed is whoever is at the fire and whoever is around it. And exalted is Allah, Lord of the worlds.",2.5230754e-10,0.0,0.74267775,1.957193e-10,0.00043732882,2.3356519e-12,1.3634059e-08,0.03540844,8.456432e-12,0.22147147,1.1903677e-09,3.693761e-06,2,0.6765230281287433
27,9,27:9,"O Moses, indeed it is I - Allah, the Exalted in Might, the Wise.""",5.5701856e-11,0.0,0.00030161435,3.6012573e-10,0.0010507556,2.7605205e-07,2.7114653e-09,0.0920024,7.652934e-12,0.014397403,1.6735073e-18,0.8922492,11,0.39194814473774364
27,10,27:10,"And [he was told], ""Throw down your staff."" But when he saw it writhing as if it were a snake, he turned in flight and did not return. [Allah said], ""O Moses, fear not. Indeed, in My presence the messengers do not fear.",7.340898e-16,0.0,7.636134e-05,8.004374e-12,9.23604e-09,1.1665543e-12,7.6109855e-11,0.0010100623,2.1079986e-15,0.00016894651,4.2925705e-16,0.9987458,11,0.010412102889090976
27,11,27:11,"Otherwise, he who wrongs, then substitutes good after evil - indeed, I am Forgiving and Merciful.",4.6206406e-14,0.0,0.000105660314,3.260856e-11,4.700351e-09,0.9966259,5.4385788e-11,5.1895164e-08,3.035844e-14,0.0032687406,2.9515693e-14,7.541705e-12,5,0.02304486212405145
27,12,27:12,"And put your hand into the opening of your garment [at the breast]; it will come out white without disease. [These are] among the nine signs [you will take] to Pharaoh and his people. Indeed, they have been a people defiantly disobedient.""",1.0572023e-07,0.0,0.0007744534,8.3747245e-06,8.389636e-11,3.0838496e-15,1.2885835e-08,1.2496857e-09,1.2095893e-15,2.475688e-05,1.1074738e-07,0.9991916,11,0.006719992180345067
27,13,27:13,"But when there came to them Our visible signs, they said, ""This is obvious magic.""",0.98746777,0.0,0.012222927,3.4098357e-10,9.118027e-10,6.1427545e-15,2.8965189e-10,8.2337437e-10,1.3016746e-10,0.0003066236,1.4030453e-09,2.0245372e-08,0,0.06876953820752592
27,14,27:14,"And they rejected them, while their [inner] selves were convinced thereof, out of injustice and haughtiness. So see how was the end of the corrupters.",8.730821e-06,0.0,0.040550165,2.4806498e-06,2.7417884e-06,1.7394585e-07,8.98565e-08,1.1340492e-05,1.1438339e-12,0.9594187,3.8378953e-09,3.7625641e-06,9,0.17006771486898564
27,15,27:15,"And We had certainly given to David and Solomon knowledge, and they said, ""Praise [is due] to Allah, who has favored us over many of His believing servants.""",5.498703e-10,0.0,0.0024821113,6.749307e-06,1.2943595e-05,3.6565393e-06,4.6695426e-08,0.8255482,2.8601739e-11,0.17043626,3.7293467e-18,0.0015096978,7,0.4848014743475684
27,16,27:16,"And Solomon inherited David. He said, ""O people, we have been taught the language of birds, and we have been given from all things. Indeed, this is evident bounty.""",2.4183036e-11,0.0,0.059767846,2.8392767e-06,6.3751446e-05,3.3020767e-11,6.4981003e-07,5.3552093e-08,5.1868964e-11,0.7907694,1.1154159e-05,0.14938307,9,0.638818193853008
27,17,27:17,"And gathered for Solomon were his soldiers of the jinn and men and birds, and they were [marching] in rows.",3.517329e-15,0.0,0.5726373,2.0732367e-07,2.3003328e-07,2.5226002e-13,6.6128837e-06,7.885544e-11,6.7275295e-15,0.034972966,0.38798934,0.004396256,2,0.8278011169141575
27,18,27:18,"Until, when they came upon the valley of the ants, an ant said, ""O ants, enter your dwellings that you not be crushed by Solomon and his soldiers while they perceive not.""",1.3970897e-10,0.0,0.3579565,7.0628556e-07,1.3381852e-05,1.15077635e-10,2.6981077e-06,3.8195967e-08,4.1244046e-11,0.5750628,0.00035576287,0.06661153,9,0.8693759549517731
27,19,27:19,"So [Solomon] smiled, amused at her speech, and said, ""My Lord, enable me to be grateful for Your favor which You have bestowed upon me and upon my parents and to do righteousness of which You approve. And admit me by Your mercy into [the ranks of] Your righteous servants.""",1.1141522e-14,0.0,0.019573653,0.0038895519,1.1059698e-09,7.4068055e-08,1.459283e-07,7.7591864e-08,1.5080889e-07,0.97489184,8.682681e-09,0.001648071,9,0.13393796776659864
27,20,27:20,"And he took attendance of the birds and said, ""Why do I not see the hoopoe - or is he among the absent?",3.1812585e-06,0.0,0.8837771,5.095108e-07,0.004596634,4.864167e-12,2.031619e-05,7.7413803e-10,6.292512e-13,0.09124465,0.020356175,2.2065713e-06,2,0.43196143415537325
27,21,27:21,"I will surely punish him with a severe punishment or slaughter him unless he brings me clear authorization.""",2.1145699e-08,0.0,0.871404,3.393693e-10,1.0005946e-09,1.0166386e-09,2.7418906e-08,0.03603883,5.1521965e-08,0.09255931,2.1177763e-14,1.9792584e-11,2,0.45999532376987184
27,22,27:22,"But the hoopoe stayed not long and said, ""I have encompassed [in knowledge] that which you have not encompassed, and I have come to you from Sheba with certain news.",1.1703994e-07,0.0,0.61904573,0.0010426142,0.00044224598,2.715465e-06,1.9247746e-06,2.7010518e-07,4.0640905e-10,0.37267053,0.00020847553,0.0065842485,2,0.7102085410967911
27,23,27:23,"Indeed, I found [there] a woman ruling them, and she has been given of all things, and she has a great throne.",2.6602065e-10,0.0,0.8450321,0.1179506,9.425269e-05,1.4583673e-11,9.143384e-10,1.7923057e-09,2.044882e-14,0.034189414,0.0026523832,8.4804655e-05,2,0.5272267150780976
27,24,27:24,"I found her and her people prostrating to the sun instead of Allah, and Satan has made their deeds pleasing to them and averted them from [His] way, so they are not guided,",2.921958e-08,0.0,0.0027661128,0.00031676504,0.00016820314,2.258335e-09,5.8667665e-05,0.99644333,4.1382284e-10,0.00024842698,6.0254873e-21,1.2129487e-07,7,0.026493795322405377
27,25,27:25,"[And] so they do not prostrate to Allah, who brings forth what is hidden within the heavens and the earth and knows what you conceal and what you declare -",2.405191e-13,0.0,0.0072298096,0.00012448974,0.0065818126,9.0768885e-13,9.243976e-08,0.9823656,2.8295693e-12,0.0036969949,4.4242153e-19,4.1606822e-06,7,0.10805742316346496
27,26,27:26,"Allah - there is no deity except Him, Lord of the Great Throne.""",4.105828e-14,0.0,0.025207384,2.3233124e-09,0.42292944,1.5799519e-06,9.92548e-07,0.5463643,3.7761014e-10,0.0054411744,1.5829344e-18,5.3653595e-05,7,0.8159225362491711
27,27,27:27,"[Solomon] said, ""We will see whether you were truthful or were of the liars.",7.7652215e-17,0.0,0.9797758,5.8163994e-07,8.353003e-12,9.995906e-11,7.4866854e-08,4.39288e-06,2.3541347e-10,0.020172814,7.1273415e-10,4.648507e-05,2,0.09928880831774015
27,28,27:28,"Take this letter of mine and deliver it to them. Then leave them and see what [answer] they will return.""",9.548801e-09,0.0,0.7436417,9.928434e-07,1.4167709e-09,1.7988988e-05,3.8705184e-10,9.4572815e-06,0.0011609526,0.2551709,2.9227354e-10,6.0607483e-09,2,0.5769479727285728
27,29,27:29,"She said, ""O eminent ones, indeed, to me has been delivered a noble letter.",1.5334834e-11,0.0,0.9776253,9.518634e-05,3.4271275e-10,5.329215e-12,3.2991716e-09,5.636662e-11,6.372399e-12,0.02227278,4.706261e-06,8.8865596e-07,2,0.10780841104737661
27,30,27:30,"Indeed, it is from Solomon, and indeed, it reads: 'In the name of Allah, the Entirely Merciful, the Especially Merciful,",2.548516e-10,0.0,0.027260259,1.454061e-05,3.443486e-08,2.2491748e-05,4.201032e-06,0.19045624,1.1927444e-10,0.7756994,1.4032734e-12,0.006542112,9,0.6444190311441684
27,31,27:31,"Be not haughty with me but come to me in submission [as Muslims].' """,2.789298e-10,0.0,8.404974e-05,1.6611783e-06,4.5704276e-09,4.1781416e-08,2.3649122e-07,0.99783564,2.775115e-05,0.0020524508,3.289522e-23,1.2477284e-08,7,0.01597071352368865
27,32,27:32,"She said, ""O eminent ones, advise me in my affair. I would not decide a matter until you witness [for] me.""",1.7546446e-17,0.0,0.0008966699,0.99910015,8.911246e-13,7.938068e-16,1.2409299e-10,1.6548486e-12,1.197935e-15,5.5544338e-06,1.2551457e-10,6.593166e-12,3,0.007258440020738883
27,33,27:33,"They said, ""We are men of strength and of great military might, but the command is yours, so see what you will command.""",7.6689913e-16,0.0,0.99740934,1.2280509e-09,2.2952916e-08,2.623907e-15,3.3843185e-11,1.714848e-10,5.797231e-17,0.0025876614,2.7900244e-08,2.9569199e-08,2,0.018003430077472283
27,34,27:34,"She said, ""Indeed kings - when they enter a city, they ruin it and render the honored of its people humbled. And thus do they do.",1.03422296e-13,0.0,0.9482846,0.02390104,1.0394584e-08,1.9987818e-10,5.067252e-08,7.2316875e-10,5.4255836e-12,0.023627812,0.0012577528,0.0029276442,2,0.25357039124887687
27,35,27:35,"But indeed, I will send to them a gift and see with what [reply] the messengers will return.""",7.1015362e-09,0.0,0.988327,2.8915604e-11,6.9525996e-11,5.823326e-07,2.1399039e-08,4.9410783e-08,2.5379941e-14,0.011671209,3.375621e-08,4.699813e-09,2,0.06355918850016286
27,36,27:36,"So when they came to Solomon, he said, ""Do you provide me with wealth? But what Allah has given me is better than what He has given you. Rather, it is you who rejoice in your gift.",2.796592e-13,0.0,0.38196248,0.00011622858,2.9135683e-06,3.850264e-13,6.2613555e-07,0.05185337,2.7851208e-09,0.52876717,3.6625132e-14,0.037298467,9,0.9817654219577073
27,37,27:37,"Return to them, for we will surely come to them with soldiers that they will be powerless to encounter, and we will surely expel them therefrom in humiliation, and they will be debased.""",4.06997e-10,0.0,0.22949758,2.5060398e-10,4.6961213e-09,2.316801e-07,7.789938e-09,0.00030180078,1.6498777e-09,0.7702033,3.7175747e-09,9.894742e-08,9,0.5413414434032402
27,38,27:38,"[Solomon] said, ""O assembly [of jinn], which of you will bring me her throne before they come to me in submission?""",9.191515e-15,0.0,0.07668286,0.00011090355,4.6127846e-07,8.85989e-14,0.00040171374,2.193111e-06,1.3650803e-10,0.8822882,2.7272865e-08,0.040516455,9,0.4415069166296526
27,39,27:39,"A powerful one from among the jinn said, ""I will bring it to you before you rise from your place, and indeed, I am for this [task] strong and trustworthy.""",8.022697e-09,0.0,0.865111,3.0708989e-09,1.0652758e-05,4.9803534e-12,1.3811484e-05,6.864465e-06,1.4816676e-10,0.13475521,3.1616702e-07,0.00010294218,2,0.39674986348199087
27,40,27:40,"Said one who had knowledge from the Scripture, ""I will bring it to you before your glance returns to you."" And when [Solomon] saw it placed before him, he said, ""This is from the favor of my Lord to test me whether I will be grateful or ungrateful. And whoever is grateful - his gratitude is only for [the benefit of] himself. And whoever is ungrateful - then indeed, my Lord is Free of need and Generous.""",7.434514e-09,0.0,0.22998662,4.7018622e-07,3.429328e-08,4.670814e-13,2.8440883e-07,9.886979e-06,8.262178e-12,0.7694574,8.276499e-12,0.00054165063,9,0.5438701520937779
27,41,27:41,"He said, ""Disguise for her her throne; we will see whether she will be guided [to truth] or will be of those who is not guided.""",4.1076317e-13,0.0,0.12118426,0.013679319,7.726485e-09,1.2393634e-11,6.4673117e-07,0.00012988214,4.4505715e-11,0.86488664,1.4882838e-10,0.00011614526,9,0.44223056758483675
27,42,27:42,"So when she arrived, it was said [to her], ""Is your throne like this?"" She said, ""[It is] as though it was it."" [Solomon said], ""And we were given knowledge before her, and we have been Muslims [in submission to Allah].",2.5428727e-11,0.0,0.03942179,0.084821925,3.0815372e-05,2.3230566e-08,4.306994e-06,0.10071393,4.988561e-07,0.6165288,2.2675643e-08,0.15847668,9,1.158429661282041
27,43,27:43,"And that which she was worshipping other than Allah had averted her [from submission to Him]. Indeed, she was from a disbelieving people.""",3.3890433e-13,0.0,0.0016999585,0.11252522,1.0379777e-06,5.6277725e-09,1.721417e-08,0.88471484,4.6096443e-11,0.00096453645,5.0874416e-20,9.61828e-05,7,0.3726315757578939
27,44,27:44,"She was told, ""Enter the palace."" But when she saw it, she thought it was a body of water and uncovered her shins [to wade through]. He said, ""Indeed, it is a palace [whose floor is] made smooth with glass."" She said, ""My Lord, indeed I have wronged myself, and I submit with Solomon to Allah, Lord of the worlds.""",7.274884e-16,0.0,0.18980348,0.24173474,6.770685e-06,6.1090695e-11,5.6466534e-09,0.0001621115,1.1938602e-09,0.34131965,9.513262e-05,0.22688095,9,1.36446406300723
27,45,27:45,"And We had certainly sent to Thamud their brother Salih, [saying], ""Worship Allah,"" and at once they were two parties conflicting.",3.6534925e-10,0.0,0.011579456,6.4387325e-07,2.960094e-06,1.5654567e-07,7.8130356e-08,0.9812308,1.1363242e-10,0.0071538985,1.3944014e-17,3.178446e-05,7,0.10593995754165433
27,46,27:46,"He said, ""O my people, why are you impatient for evil instead of good? Why do you not seek forgiveness of Allah that you may receive mercy?""",6.2815815e-11,0.0,0.105932094,5.298155e-07,3.062022e-08,0.0006000789,1.0168811e-05,0.8606147,2.8524364e-12,0.032838773,5.488344e-20,1.0131319e-07,7,0.4837588580852454
27,47,27:47,"They said, ""We consider you a bad omen, you and those with you."" He said, ""Your omen is with Allah. Rather, you are a people being tested.""",0.030784516,0.0,0.0008945517,1.9353314e-07,6.2259625e-07,5.3184395e-09,0.000265551,0.96740115,1.6377861e-11,0.0006514391,6.820759e-24,1.6865899e-08,7,0.1524715987513117
27,48,27:48,And there were in the city nine family heads causing corruption in the land and not amending [its affairs].,3.4090408e-11,0.0,0.9872719,0.0001123102,3.7855827e-07,4.6108956e-10,2.8204608e-06,8.582564e-11,6.7161654e-09,0.0061673513,0.006445602,3.228336e-07,2,0.07761112588334976
27,49,27:49,"They said, ""Take a mutual oath by Allah that we will kill him by night, he and his family. Then we will say to his executor, 'We did not witness the destruction of his family, and indeed, we are truthful.' """,3.994584e-11,0.0,0.04189646,7.55247e-05,1.1929951e-09,2.1339694e-08,1.0800223e-05,0.9376445,2.1193487e-10,0.020373577,1.1984821e-17,5.312079e-07,7,0.27346173178936
27,50,27:50,"And they planned a plan, and We planned a plan, while they perceived not.",1.4280387e-12,0.0,0.9998474,2.6676858e-10,8.511013e-08,5.084824e-12,8.651273e-09,2.1531742e-11,3.1866765e-13,0.00015377358,1.8121684e-08,1.33720865e-08,2,0.0015048310553517886
27,51,27:51,"Then look how was the outcome of their plan - that We destroyed them and their people, all.",1.058209e-11,0.0,0.9970975,2.903729e-12,2.1730814e-07,3.361984e-09,1.1349781e-08,0.000245323,1.062873e-12,0.002658116,7.3235943e-13,2.4987873e-08,2,0.02070468402996452
27,52,27:52,"So those are their houses, desolate because of the wrong they had done. Indeed in that is a sign for people who know.",0.0022239233,0.0,0.98848534,6.2655877e-06,7.3082117e-07,1.1486525e-12,5.1700906e-09,1.277575e-09,1.03420275e-14,0.0092313485,4.8902497e-05,6.433588e-11,2,0.0688540717203478
27,53,27:53,And We saved those who believed and used to fear Allah.,8.856384e-12,0.0,0.07840198,1.3578093e-10,5.5879036e-07,0.0002297609,2.1709488e-10,0.8872429,1.2829643e-13,0.03412505,1.4329906e-16,3.9177905e-08,7,0.42294944657172046
27,54,27:54,"And [mention] Lot, when he said to his people, ""Do you commit immorality while you are seeing?",5.951288e-07,0.0,0.8741074,0.026802225,2.8314443e-07,6.3081735e-08,6.302257e-08,0.00026007128,8.564278e-12,0.09869589,9.896251e-08,0.00013540377,2,0.44653799216133444
27,55,27:55,"Do you indeed approach men with desire instead of women? Rather, you are a people behaving ignorantly.""",5.5615046e-10,0.0,0.9896399,0.0062833806,3.0204898e-08,9.932377e-14,8.754758e-08,2.013003e-06,9.140714e-14,0.0040745363,6.0346855e-07,1.0501376e-12,2,0.06462121663657605
27,56,27:56,"But the answer of his people was not except that they said, ""Expel the family of Lot from your city. Indeed, they are people who keep themselves pure.""",9.588075e-09,0.0,0.29609376,0.0007494129,2.6877e-07,1.4488472e-10,2.6864294e-07,0.0014101216,2.930764e-09,0.70148146,7.841995e-09,0.00026819584,9,0.6259505582932231
27,57,27:57,"So We saved him and his family, except for his wife; We destined her to be of those who remained behind.",3.8120616e-13,0.0,0.0024741422,0.99615455,1.2438683e-10,1.3424849e-13,1.2845676e-10,4.1788384e-10,1.9359079e-14,0.0013692417,2.7275096e-12,1.9083199e-11,3,0.027715617443244876
27,58,27:58,"And We rained upon them a rain [of stones], and evil was the rain of those who were warned.",7.920116e-05,0.0,0.031223532,9.574269e-07,5.9228876e-07,9.907324e-07,2.2298822e-07,4.8886357e-09,9.049338e-12,0.95994586,0.008734932,1.48127e-05,9,0.18983893253487402
27,59,27:59,"Say, [O Muhammad], ""Praise be to Allah, and peace upon His servants whom He has chosen. Is Allah better or what they associate with Him?""",8.0333134e-19,0.0,1.2431663e-10,3.353542e-17,3.0172918e-13,3.938303e-16,2.911544e-15,1.7226126e-08,1.0,2.9222672e-10,7.193575e-34,2.4974405e-18,8,3.174205621603634e-07
